stock_id,date,Advt_12M_Usd,Advt_3M_Usd,Advt_6M_Usd,Asset_Turnover,Bb_Yld,Bv,Capex_Ps_Cf,Capex_Sales,Cash_Div_Cf,Cash_Per_Share,Cf_Sales,Debtequity,Div_Yld,Dps,Ebit_Bv,Ebit_Noa,Ebit_Oa,Ebit_Ta,Ebitda_Margin,Eps,Eps_Basic,Eps_Basic_Gr,Eps_Contin_Oper,Eps_Dil,Ev,Ev_Ebitda,Fa_Ci,Fcf,Fcf_Bv,Fcf_Ce,Fcf_Margin,Fcf_Noa,Fcf_Oa,Fcf_Ta,Fcf_Tbv,Fcf_Toa,Fcf_Yld,Free_Ps_Cf,Int_Rev,Interest_Expense,Mkt_Cap_12M_Usd,Mkt_Cap_3M_Usd,Mkt_Cap_6M_Usd,Mom_11M_Usd,Mom_5M_Usd,Mom_Sharp_11M_Usd,Mom_Sharp_5M_Usd,Nd_Ebitda,Net_Debt,Net_Debt_Cf,Net_Margin,Netdebtyield,Ni,Ni_Avail_Margin,Ni_Oa,Ni_Toa,Noa,Oa,Ocf,Ocf_Bv,Ocf_Ce,Ocf_Margin,Ocf_Noa,Ocf_Oa,Ocf_Ta,Ocf_Tbv,Ocf_Toa,Op_Margin,Op_Prt_Margin,Oper_Ps_Net_Cf,Pb,Pe,Ptx_Mgn,Recurring_Earning_Total_Assets,Return_On_Capital,Rev,Roa,Roc,Roce,Roe,Sales_Ps,Share_Turn_12M,Share_Turn_3M,Share_Turn_6M,Ta,Tev_Less_Mktcap,Tot_Debt_Rev,Total_Capital,Total_Debt,Total_Debt_Capital,Total_Liabilities_Total_Assets,Vol1Y_Usd,Vol3Y_Usd,R1M_Usd,R3M_Usd,R6M_Usd,R12M_Usd
378,12/31/2018,0.24,0.3,0.26,0.69,0.34,0.25,0.52,0.35,0.35,0.15,0.11,0.23,0.27,0.29,0.12,0.13,0.11,0.1,0.11,0.18,0.18,0.5,0.18,0.18,0.21,0.93,0.37,0.13,0.15,0.11,0.13,0.13,0.11,0.12,0.3,0.09,0.14,0.15,0.48,0.2,0.26,0.26,0.26,0.59,0.47,0.58,0.47,0.28,0.23,0.33,0.15,0.26,0.15,0.15,0.17,0.21,0.2,0.17,0.07,0.09,0.06,0.07,0.08,0.13,0.12,0.3,0.15,0.11,0.5,0.09,0.57,0.97,0.15,0.84,0.15,0.31,0.16,0.15,0.1,0.15,0.69,0.42,0.58,0.47,0.16,0.21,0.24,0.17,0.18,0.21,0.22,0.67,0.76,0.196,0.049,0,0
607,12/31/2018,0.26,0.26,0.28,0.89,0.81,0.25,0.51,0.4,0.52,0.43,0.25,0.33,0.6,0.49,0.57,0.62,0.61,0.63,0.2,0.47,0.46,0.43,0.47,0.46,0.25,0.4,0.64,0.4,0.65,0.56,0.34,0.69,0.7,0.7,0.77,0.58,0.58,0.43,0.34,0.23,0.29,0.29,0.29,0.3,0.55,0.31,0.55,0.27,0.3,0.69,0.35,0.78,0.41,0.33,0.77,0.65,0.22,0.21,0.33,0.67,0.59,0.23,0.72,0.71,0.73,0.78,0.59,0.26,0.45,0.36,0.65,0.39,0.34,0.69,0.8,0.47,0.8,0.8,0.76,0.76,0.63,0.41,0.38,0.47,0.19,0.28,0.19,0.19,0.22,0.3,0.36,0.59,0.52,0.132,0.169,0,0
703,12/31/2018,0.27,0.19,0.2,0.74,0.37,0.25,0.44,0.25,0.09,0.01,0.07,0.31,0.17,0.21,0.21,0.27,0.19,0.19,0.09,0.32,0.32,0.5,0.33,0.32,0.1,0.4,0.61,0.04,0.03,0.01,0.02,0.02,0.01,0.01,0.04,0.01,0.01,0.01,0.41,0.43,0.12,0.09,0.1,0.03,0.1,0.02,0.19,0.55,0.3,0.4,0.22,0.22,0.22,0.21,0.39,0.37,0.21,0.23,0.01,0.03,0.01,0.01,0.02,0.01,0.01,0.06,0.01,0.14,0.5,0.01,0.14,0.44,0.12,0.42,0.32,0.39,0.39,0.32,0.08,0.29,0.72,0.89,0.79,0.82,0.21,0.23,0.23,0.18,0.21,0.28,0.43,0.88,1,0.03,0,0,0
729,12/31/2018,0.28,0.34,0.3,0.85,0.53,0.25,0.52,0.38,0.81,0.65,0.45,0.05,0.41,0.89,0.56,0.75,0.8,0.79,0.37,0.8,0.8,0.62,0.81,0.8,0.36,0.82,0.53,0.42,0.7,0.71,0.57,0.89,0.92,0.92,0.69,0.8,0.26,0.65,0.34,0.04,0.46,0.53,0.49,0.96,0.98,1,0.99,0.1,0.1,0.56,0.61,0.55,0.44,0.59,0.96,0.85,0.11,0.09,0.3,0.61,0.68,0.45,0.88,0.93,0.91,0.64,0.82,0.55,0.68,0.68,0.85,0.68,0.63,0.99,0.91,0.3,0.96,0.91,0.64,0.81,0.67,0.11,0.13,0.11,0.1,0.02,0.02,0.12,0.02,0.5,0.03,0.14,0.23,-0.101,-0.11,0,0
743,12/31/2018,0.8,0.79,0.8,0.79,0.79,0.25,0.58,0.43,0.85,0.68,0.55,0.95,0.59,0.97,0.99,0.74,0.75,0.79,0.48,0.86,0.87,0.53,0.86,0.86,0.76,0.77,0.84,0.78,0.99,0.73,0.62,0.88,0.88,0.92,0.12,0.81,0.37,0.68,0.54,0.58,0.79,0.81,0.8,0.76,0.97,0.78,1,0.58,0.69,0.83,0.66,0.69,0.78,0.63,0.92,0.84,0.52,0.5,0.71,0.99,0.72,0.51,0.86,0.87,0.91,0.12,0.82,0.65,0.59,0.78,0.99,0.59,0.68,0.81,0.96,0.68,0.95,0.96,0.99,1,0.69,0.65,0.53,0.61,0.48,0.52,0.47,0.49,0.64,0.92,0.84,0.22,0.08,-0.031,0,0,0
802,12/31/2018,0.78,0.7,0.71,0.31,0.5,0.25,0.32,0.81,0.32,0.68,0.82,0.04,0.25,0.27,0.3,0.8,0.78,0.59,0.74,0.37,0.36,0.22,0.37,0.36,0.43,0.98,0.26,0.42,0.7,0.69,0.96,0.97,0.97,0.9,0.65,0.86,0.28,0.68,0.59,0.5,0.55,0.53,0.53,0.03,0.82,0.08,0.66,0.03,0.06,0.51,0.87,0.55,0.29,0.96,0.93,0.82,0.04,0.05,0.3,0.59,0.66,0.96,0.98,0.98,0.88,0.59,0.86,0.91,0.25,0.4,0.91,0.93,0.92,0.38,0.68,0.05,0.78,0.68,0.27,0.46,0.09,0.98,0.96,0.96,0.1,0.25,0.04,0.12,0.04,0.5,0.05,0.97,0.94,0.11,0.635,0,0
1025,12/31/2018,0.09,0.09,0.09,0.88,0.14,0.25,0.56,0.29,0.23,0.51,0.17,0.04,0.24,0.24,0.27,0.52,0.61,0.59,0.15,0.69,0.69,0.77,0.7,0.7,0.08,0.33,0.61,0.21,0.27,0.31,0.25,0.39,0.5,0.47,0.89,0.97,0.3,0.51,0.8,0.04,0.14,0.14,0.13,0.56,0.65,0.55,0.62,0.08,0.13,0.59,0.4,0.59,0.31,0.38,0.85,0.93,0.13,0.09,0.12,0.17,0.29,0.15,0.4,0.53,0.47,0.89,0.93,0.25,0.75,0.34,0.23,0.19,0.36,0.95,0.63,0.3,0.84,0.63,0.22,0.53,0.79,0.09,0.08,0.09,0.09,0.05,0.02,0.12,0.05,0.5,0.01,0.71,0.68,0.075,0.141,0,0
24,12/31/2018,0.48,0.5,0.5,1,0.37,0.26,0.22,0.05,0.68,0.69,0.17,0.18,0.56,0.41,0.75,0.8,0.8,0.81,0.16,0.84,0.84,0.78,0.84,0.84,0.42,0.59,0.59,0.51,0.83,0.74,0.32,0.9,0.9,0.9,0.69,0.67,0.47,0.69,0.06,0.11,0.5,0.5,0.5,0.59,0.5,0.59,0.5,0.16,0.15,0.35,0.37,0.37,0.57,0.35,0.95,0.77,0.15,0.16,0.37,0.72,0.7,0.15,0.87,0.84,0.83,0.6,0.58,0.26,0.7,0.61,0.87,0.48,0.35,0.98,0.97,0.62,0.97,0.97,0.87,0.92,0.9,0.58,0.61,0.63,0.17,0.33,0.1,0.16,0.16,0.15,0.26,0.3,0.24,0.062,0.145,0,0
159,12/31/2018,0.23,0.22,0.2,0.23,0.05,0.26,0.91,0.98,0.57,0.05,0.67,0.78,0.44,0.49,0.36,0.24,0.15,0.16,0.6,0.31,0.3,0.28,0.31,0.31,0.3,0.69,0.97,0.07,0.05,0.04,0.02,0.04,0.04,0.03,0.2,0.04,0.07,0.05,0.05,0.41,0.28,0.31,0.28,0.62,0.92,0.64,0.97,0.82,0.48,0.75,0.51,0.84,0.25,0.48,0.33,0.27,0.35,0.37,0.3,0.56,0.17,0.66,0.38,0.3,0.32,0.52,0.22,0.62,0.29,0.39,0.58,0.77,0.51,0.38,0.33,0.17,0.33,0.33,0.56,0.33,0.28,0.32,0.18,0.18,0.34,0.25,0.79,0.32,0.4,0.75,0.71,0.29,0.31,0.039,0.143,0,0
346,12/31/2018,0.13,0.14,0.13,0.72,0.52,0.26,0.31,0.28,0.43,0.37,0.33,0.23,0.35,0.37,0.4,0.46,0.53,0.56,0.28,0.43,0.43,0.38,0.43,0.43,0.24,0.68,0.51,0.28,0.36,0.41,0.35,0.43,0.52,0.53,0.58,0.47,0.29,0.37,0.47,0.19,0.28,0.3,0.29,0.54,0.59,0.54,0.58,0.46,0.3,0.42,0.43,0.4,0.33,0.41,0.68,0.59,0.23,0.17,0.17,0.25,0.33,0.21,0.35,0.43,0.45,0.55,0.41,0.38,0.32,0.22,0.6,0.62,0.42,0.8,0.62,0.3,0.7,0.62,0.45,0.53,0.48,0.06,0.06,0.06,0.15,0.2,0.26,0.18,0.19,0.21,0.15,0.44,0.61,0.118,0.195,0,0
368,12/31/2018,0.57,0.55,0.57,0.29,0.19,0.26,0.12,0.6,0.2,0.77,0.43,0.63,0.21,0.19,0.05,0.5,0.01,0.02,0.01,0.11,0.11,0.02,0.11,0.11,0.49,0.01,0.4,0.7,0.96,0.76,1,0.01,1,0.97,0.81,1,0.6,0.77,0.14,0.45,0.59,0.62,0.6,0.76,0.99,0.66,0.88,1,0.03,0.5,0.05,0.5,0.09,0.05,0.03,0.03,0.01,0.03,0.58,0.95,0.72,1,0.01,1,0.95,0.79,1,0.02,0.03,0.42,0.94,0.5,0.03,0.04,0.02,0.14,0.08,0.02,0.29,0.06,0.05,0.59,0.46,0.54,0.28,0.02,0.75,0.27,0.34,0.6,0.53,0.83,0.97,0.073,0,0,0
475,12/31/2018,0.43,0.36,0.39,0.73,0.95,0.26,0.4,0.25,0.03,0.63,0.19,0.47,0.06,0.5,0.07,0.05,0.04,0.04,0.1,0.04,0.03,0.01,0.04,0.04,0.19,0.8,0.35,0.33,0.47,0.42,0.35,0.55,0.59,0.55,0.8,0.56,0.57,0.63,0.5,0.31,0.21,0.2,0.21,0.41,0.12,0.46,0.15,0.58,0.3,0.54,0.06,0.59,0.06,0.06,0.04,0.04,0.23,0.19,0.22,0.38,0.32,0.21,0.47,0.51,0.45,0.79,0.52,0.05,0.01,0.36,0.46,0.5,0.08,0.67,0.05,0.37,0.04,0.05,0.33,0.05,0.67,0.94,0.9,0.91,0.2,0.24,0.36,0.24,0.29,0.44,0.37,0.87,0.92,0.07,0.068,0,0
502,12/31/2018,0.25,0.23,0.24,0.94,0.23,0.26,0.75,0.33,0.25,0.9,0.16,0.32,0.32,0.31,0.4,0.54,0.47,0.43,0.13,0.62,0.64,0.96,0.62,0.62,0.13,0.22,0.77,0.46,0.76,0.66,0.36,0.83,0.82,0.81,0.69,0.62,0.94,0.9,0.17,0.18,0.13,0.14,0.15,0.7,0.27,0.6,0.36,0.2,0.21,0.3,0.24,0.14,0.33,0.23,0.63,0.5,0.18,0.19,0.39,0.76,0.67,0.24,0.85,0.83,0.83,0.69,0.62,0.15,0.96,0.82,0.32,0.26,0.18,0.57,0.6,0.53,0.61,0.6,0.71,0.57,0.91,0.8,0.73,0.76,0.2,0.21,0.17,0.2,0.22,0.29,0.37,0.94,0.94,0.098,-0.099,0,0
559,12/31/2018,0.36,0.34,0.38,0.61,0.29,0.26,0.13,0.22,0.61,0.3,0.49,0.21,0.43,0.34,0.23,0.4,0.45,0.39,0.33,0.39,0.38,0.83,0.36,0.39,0.25,0.88,0.22,0.28,0.37,0.41,0.47,0.56,0.63,0.57,0.57,0.58,0.31,0.3,0.57,0.19,0.28,0.3,0.3,0.88,0.4,0.7,0.48,0.14,0.17,0.78,0.66,0.89,0.37,0.63,0.85,0.75,0.16,0.13,0.15,0.21,0.26,0.31,0.42,0.51,0.41,0.49,0.49,0.39,0.77,0.11,0.66,0.52,0.4,0.03,0.48,0.19,0.86,0.48,0.39,0.65,0.2,0.75,0.65,0.74,0.14,0.24,0.34,0.17,0.17,0.19,0.12,0.96,0.91,0.189,0.124,0,0
562,12/31/2018,0.06,0.08,0.07,0.64,0.31,0.26,0.69,0.47,0.69,0.69,0.31,0.13,0.61,0.83,0.16,0.33,0.31,0.26,0.21,0.72,0.71,0.6,0.72,0.72,0.1,0.41,0.73,0.3,0.41,0.45,0.45,0.64,0.68,0.62,0.46,0.48,0.55,0.69,0.1,0.14,0.14,0.18,0.15,0.94,0.9,0.99,0.93,0.08,0.14,0.37,0.4,0.28,0.26,0.38,0.65,0.47,0.14,0.13,0.2,0.32,0.39,0.34,0.62,0.65,0.59,0.39,0.42,0.22,0.67,0.73,0.27,0.43,0.36,0.73,0.3,0.25,0.58,0.3,0.26,0.35,0.8,0.04,0.05,0.05,0.13,0.04,0.17,0.15,0.13,0.11,0.11,0.11,0.13,0.024,-0.026,0,0
704,12/31/2018,0.08,0.09,0.08,0.36,0.23,0.26,0.39,0.18,0.92,0.83,0.3,0.06,0.83,0.94,0.96,0.88,0.92,0.97,0.92,0.79,0.79,0.54,0.79,0.79,0.13,0.13,0.06,0.39,0.61,0.51,0.63,0.77,0.57,0.59,0.85,0.99,0.75,0.83,0.82,0.03,0.18,0.2,0.19,0.77,0.71,0.84,0.76,0.33,0.17,0.5,0.52,0.58,0.3,0.5,0.47,0.95,0.16,0.27,0.24,0.43,0.37,0.48,0.67,0.37,0.39,0.82,0.95,0.39,0.63,0.81,0.37,0.41,0.52,0.57,0.56,0.21,0.48,0.56,0.17,0.44,0.76,0.05,0.05,0.05,0.24,0.11,0.04,0.13,0.05,0.03,0.51,0.11,0.05,0.006,0.075,0,0
801,12/31/2018,0.09,0.09,0.09,0.36,0.52,0.26,0.78,0.85,0.71,0.21,0.58,0.6,0.64,0.7,0.44,0.34,0.3,0.35,0.53,0.47,0.46,0.54,0.46,0.46,0.26,0.53,0.92,0.25,0.31,0.22,0.36,0.27,0.34,0.35,0.42,0.28,0.25,0.21,0.17,0.36,0.26,0.28,0.27,0.74,0.63,0.8,0.69,0.71,0.43,0.62,0.55,0.63,0.32,0.53,0.47,0.37,0.32,0.29,0.3,0.56,0.3,0.55,0.46,0.46,0.5,0.54,0.31,0.58,0.57,0.48,0.54,0.54,0.54,0.32,0.49,0.23,0.5,0.49,0.59,0.51,0.42,0.04,0.03,0.03,0.26,0.23,0.61,0.27,0.33,0.56,0.56,0.16,0.18,-0.024,0.011,0,0
1144,12/31/2018,0.14,0.1,0.12,0.37,0.08,0.26,0.76,0.75,0.16,0.65,0.6,0.54,0.13,0.22,0.2,0.21,0.24,0.17,0.42,0.88,0.9,0.5,0.85,0.88,0.13,0.37,0.82,0.26,0.32,0.27,0.41,0.34,0.43,0.4,0.43,0.35,0.67,0.65,0.21,0.39,0.11,0.11,0.12,0.32,0.09,0.32,0.03,0.46,0.28,0.19,0.73,0.03,0.42,0.7,0.8,0.57,0.26,0.19,0.22,0.38,0.26,0.45,0.41,0.5,0.4,0.43,0.34,0.31,0.5,0.62,0.14,0.04,0.62,0.53,0.18,0.2,0.73,0.18,0.62,0.78,0.6,0.43,0.2,0.3,0.22,0.27,0.6,0.25,0.31,0.51,0.29,0.54,0.84,0.119,0.143,0,0
4,12/31/2018,0.19,0.2,0.19,0.21,0.68,0.27,0.95,0.94,0.74,0.05,0.64,0.77,0.7,0.82,0.47,0.32,0.22,0.23,0.7,0.05,0.04,0.05,0.05,0.05,0.29,0.44,0.97,0.1,0.1,0.09,0.05,0.1,0.09,0.09,0.27,0.09,0.1,0.05,0.26,0.4,0.25,0.28,0.26,0.79,0.69,0.85,0.73,0.75,0.49,0.74,0.05,0.86,0.07,0.05,0.09,0.09,0.36,0.38,0.32,0.6,0.18,0.68,0.4,0.3,0.32,0.56,0.23,0.71,0.04,0.69,0.54,0.5,0.04,0.33,0.43,0.18,0.08,0.43,0.47,0.07,0.46,0.21,0.17,0.18,0.36,0.34,0.78,0.32,0.41,0.74,0.71,0.18,0.15,0.043,0.094,0,0
30,12/31/2018,0.15,0.17,0.16,0.07,0.6,0.27,0.16,0.67,0.82,0.28,0.69,0.66,0.87,0.37,0.97,0.84,0.96,0.86,0.9,0.16,0.16,0.12,0.16,0.16,0.18,0.12,0.18,0.31,0.42,0.83,0.73,0.36,0.19,0.19,0.48,0.15,0.72,0.28,0.37,0.28,0.17,0.15,0.15,0.25,0.15,0.21,0.09,0.36,0.43,0.14,0.31,0.02,0.17,0.97,0.15,0.13,0.33,0.62,0.19,0.3,0.91,0.65,0.2,0.08,0.08,0.4,0.07,0.81,0.12,0.12,0.26,0.87,0.71,0.19,0.26,0.1,0.15,0.26,0.25,0.17,0.06,0.26,0.44,0.38,0.6,0.31,0.84,0.29,0.36,0.63,0.93,0.41,0.45,0.097,0.048,0,0
153,12/31/2018,0.4,0.38,0.38,0.93,0.43,0.27,0.94,0.55,0.32,0.58,0.13,0.89,0.76,0.6,0.82,0.69,0.58,0.61,0.15,0.75,0.75,0.64,0.75,0.75,0.34,0.19,0.92,0.45,0.72,0.38,0.2,0.44,0.39,0.4,0.64,0.31,0.78,0.58,0.05,0.58,0.33,0.28,0.29,0.05,0.12,0.02,0.1,0.54,0.57,0.22,0.21,0.12,0.54,0.2,0.51,0.39,0.43,0.49,0.58,0.95,0.65,0.16,0.77,0.6,0.62,0.79,0.38,0.21,0.62,0.87,0.59,0.1,0.23,0.1,0.88,0.78,0.52,0.88,0.96,0.9,0.96,0.77,0.78,0.77,0.48,0.48,0.24,0.41,0.52,0.86,0.8,0.62,0.69,0.266,-0.185,0,0
266,12/31/2018,0.09,0.11,0.1,0.1,0.19,0.27,0.18,0.42,0.43,0.62,0.67,0.42,0.35,0.33,0.87,0.85,0.96,0.94,0.88,0.54,0.54,0.75,0.54,0.54,0.16,0.17,0.35,0.31,0.41,0.26,0.84,0.44,0.24,0.25,0.54,0.21,0.68,0.62,0.74,0.18,0.15,0.16,0.16,0.76,0.48,0.76,0.48,0.31,0.36,0.42,0.92,0.36,0.31,0.87,0.26,0.23,0.28,0.53,0.16,0.23,0.09,0.76,0.23,0.11,0.11,0.43,0.1,0.95,0.74,0.33,0.28,0.29,0.92,0.26,0.5,0.05,0.29,0.5,0.14,0.55,0.17,0.08,0.1,0.1,0.51,0.24,0.81,0.23,0.27,0.39,0.85,0.47,0.41,0.126,0.068,0,0
461,12/31/2018,0.17,0.2,0.18,0.68,0.3,0.27,0.96,0.88,0.4,0.07,0.34,0.77,0.63,0.53,0.35,0.23,0.22,0.23,0.19,0.84,0.84,0.94,0.84,0.84,0.26,0.55,0.89,0.09,0.08,0.06,0.09,0.07,0.06,0.06,0.13,0.05,0.07,0.07,0.42,0.29,0.21,0.24,0.22,0.91,0.71,0.83,0.67,0.82,0.49,0.69,0.62,0.81,0.57,0.59,0.8,0.64,0.36,0.33,0.44,0.83,0.5,0.44,0.63,0.65,0.7,0.95,0.5,0.19,0.95,0.73,0.47,0.03,0.32,0.45,0.35,0.44,0.85,0.35,0.82,0.94,0.72,0.26,0.27,0.25,0.3,0.37,0.47,0.32,0.41,0.73,0.63,0.79,0.77,0.047,0.134,0,0
572,12/31/2018,0.06,0.07,0.06,0.1,0.45,0.27,0.43,0.74,0.48,0.65,0.9,0.43,0.59,0.57,0.93,0.85,0.99,0.93,0.9,0.57,0.57,0.55,0.57,0.58,0.17,0.05,0.49,0.34,0.48,0.84,0.82,0.49,0.25,0.26,0.5,0.21,0.71,0.65,0.42,0.17,0.19,0.18,0.19,0.48,0.29,0.47,0.29,0.33,0.36,0.37,0.84,0.26,0.31,0.81,0.25,0.21,0.28,0.55,0.21,0.34,0.86,0.8,0.36,0.13,0.14,0.42,0.12,0.85,0.5,0.51,0.34,0.38,0.85,0.27,0.39,0.06,0.26,0.39,0.43,0.45,0.25,0.03,0.05,0.03,0.54,0.27,0.77,0.24,0.28,0.4,0.87,0.44,0.34,0.125,0.12,0,0
600,12/31/2018,0.25,0.25,0.26,0.89,0.56,0.27,0.49,0.21,0.28,0.7,0.15,0.21,0.33,0.29,0.45,0.56,0.43,0.45,0.13,0.47,0.47,0.75,0.48,0.47,0.15,0.28,0.52,0.42,0.66,0.6,0.33,0.74,0.68,0.7,0.72,0.53,0.83,0.7,0.29,0.25,0.2,0.21,0.21,0.38,0.26,0.41,0.34,0.24,0.25,0.35,0.26,0.25,0.34,0.25,0.57,0.48,0.21,0.24,0.31,0.58,0.55,0.19,0.7,0.61,0.62,0.7,0.47,0.18,0.77,0.48,0.39,0.3,0.25,0.62,0.72,0.51,0.58,0.72,0.61,0.58,0.82,0.63,0.61,0.63,0.22,0.18,0.14,0.18,0.18,0.19,0.42,0.71,0.79,0.072,-0.11,0,0
646,12/31/2018,0.1,0.11,0.1,0.2,0.64,0.27,0.05,0.3,0.24,0.19,0.07,0.15,0.24,0.14,0.2,0.51,0.59,0.39,0.73,0.1,0.1,0.05,0.1,0.1,0.01,0.17,0.09,0.11,0.12,0.06,0.03,0.05,0.03,0.05,0.25,0.01,0.05,0.19,0.98,0.24,0.04,0.05,0.04,0.61,0.98,0.58,0.88,0.03,0.09,0.23,0.02,0.03,0.07,0.02,0.03,0.01,0.11,0.09,0.03,0.06,0.02,0.01,0.03,0.02,0.02,0.25,0.01,0.9,0.04,0.04,0.01,0.5,0.02,0.94,0.32,0.04,0.04,0.32,0.03,0.06,0.01,0.72,0.72,0.71,0.12,0.03,0.56,0.16,0.15,0.12,0.05,0.84,0.88,0.097,0,0,0
660,12/31/2018,0.32,0.31,0.31,0.96,0.11,0.27,0.87,0.65,0.62,0.13,0.27,0.26,0.78,0.87,0.6,0.64,0.69,0.75,0.22,0.83,0.83,0.37,0.83,0.83,0.24,0.32,0.61,0.22,0.27,0.26,0.19,0.27,0.37,0.38,0.44,0.34,0.23,0.13,0.3,0.13,0.32,0.27,0.29,0.05,0.2,0.05,0.29,0.28,0.32,0.78,0.38,0.9,0.44,0.36,0.84,0.68,0.25,0.18,0.29,0.54,0.53,0.19,0.6,0.69,0.73,0.65,0.55,0.31,0.3,0.69,0.57,0.25,0.41,0.72,0.89,0.48,0.9,0.89,0.77,0.77,0.89,0.58,0.6,0.61,0.15,0.26,0.17,0.19,0.2,0.23,0.18,0.78,0.66,0.234,0.159,0,0
1009,12/31/2018,0.52,0.57,0.6,0.88,0.43,0.27,0.07,0.2,0.86,0.27,0.55,0.04,0.37,0.32,0.72,0.79,0.81,0.83,0.48,0.22,0.21,0.52,0.22,0.22,0.66,0.97,0.4,0.54,0.88,0.78,0.63,0.93,0.94,0.97,0.97,0.86,0.22,0.27,0.5,0.01,0.7,0.73,0.72,0.94,0.94,0.98,0.98,0.15,0.14,0.57,0.62,0.54,0.52,0.6,0.95,0.88,0.14,0.15,0.41,0.8,0.77,0.48,0.91,0.92,0.95,0.97,0.87,0.62,0.52,0.1,0.98,0.89,0.69,0.7,0.98,0.39,0.97,0.98,0.87,0.89,0.07,0.1,0.15,0.19,0.14,0.39,0.06,0.13,0.06,0.03,0.13,0.88,0.58,0.032,0,0,0
1035,12/31/2018,0.08,0.1,0.08,0.42,0.55,0.27,0.21,0.59,0.61,0.27,0.58,0.08,0.49,0.32,0.16,0.33,0.34,0.31,0.34,0.3,0.29,0.5,0.3,0.3,0.18,0.9,0.47,0.23,0.29,0.33,0.5,0.45,0.52,0.5,0.44,0.46,0.32,0.27,0.58,0.5,0.16,0.19,0.16,0.49,0.86,0.47,0.92,0.07,0.14,0.49,0.69,0.48,0.3,0.66,0.75,0.62,0.15,0.12,0.14,0.17,0.23,0.43,0.39,0.46,0.42,0.37,0.4,0.44,0.6,0.11,0.52,0.61,0.61,0.21,0.36,0.12,0.74,0.36,0.21,0.43,0.13,0.06,0.06,0.06,0.11,0.21,0.09,0.14,0.08,0.06,0.04,0.1,0.1,0.037,0.118,0,0
87,12/31/2018,0.21,0.27,0.26,0.74,0.48,0.28,0.25,0.26,0.68,0.5,0.42,0.1,0.53,0.54,0.45,0.66,0.69,0.68,0.33,0.4,0.4,0.33,0.4,0.4,0.19,0.47,0.31,0.41,0.62,0.65,0.56,0.8,0.85,0.85,0.76,0.78,0.54,0.5,0.53,0.12,0.27,0.3,0.27,0.77,0.82,0.8,0.8,0.12,0.13,0.32,0.47,0.27,0.34,0.44,0.79,0.76,0.15,0.13,0.27,0.48,0.58,0.41,0.76,0.79,0.78,0.72,0.77,0.47,0.35,0.33,0.54,0.55,0.58,0.78,0.77,0.29,0.77,0.77,0.5,0.54,0.41,0.24,0.38,0.4,0.13,0.04,0.12,0.15,0.11,0.08,0.08,0.18,0.35,0.034,0.073,0,0
108,12/31/2018,0.34,0.29,0.31,0.34,0.11,0.28,0.43,0.93,0.5,0.19,0.66,0.43,0.17,0.15,0.12,0.11,0.1,0.1,0.59,0.12,0.11,0.07,0.13,0.11,0.13,0.28,0.85,0.1,0.1,0.05,0.05,0.06,0.05,0.05,0.92,0.94,0.07,0.19,0.84,0.31,0.18,0.13,0.14,0.04,0.03,0.04,0.03,0.57,0.35,0.7,0.07,0.89,0.1,0.07,0.09,0.95,0.28,0.22,0.22,0.34,0.24,0.54,0.38,0.42,0.43,0.84,0.9,0.23,0.09,0.08,0.15,0.5,0.11,0.01,0.14,0.16,0.08,0.14,0.44,0.09,0.04,0.91,0.87,0.9,0.21,0.2,0.61,0.24,0.28,0.4,0.34,0.85,0.96,0.152,-0.087,0,0
130,12/31/2018,0.14,0.17,0.15,0.47,0.12,0.28,0.52,0.57,0.3,0.67,0.43,0.24,0.27,0.31,0.28,0.34,0.4,0.42,0.41,0.65,0.65,0.8,0.65,0.66,0.2,0.68,0.39,0.31,0.4,0.42,0.54,0.48,0.56,0.58,0.98,0.62,0.39,0.67,0.76,0.18,0.22,0.25,0.24,0.8,0.93,0.8,0.89,0.52,0.31,0.32,0.62,0.24,0.34,0.6,0.67,0.72,0.25,0.18,0.18,0.27,0.31,0.41,0.35,0.43,0.46,0.98,0.57,0.49,0.78,0.43,0.48,0.46,0.52,0.74,0.47,0.19,0.68,0.47,0.25,0.55,0.51,0.1,0.12,0.11,0.16,0.16,0.39,0.2,0.2,0.21,0.18,0.35,0.44,-0.012,0.018,0,0
238,12/31/2018,0.2,0.21,0.21,0.78,0.06,0.28,0.79,0.68,0.6,0.53,0.39,0.07,0.38,0.8,0.3,0.57,0.62,0.61,0.31,0.82,0.81,0.62,0.82,0.82,0.27,0.79,0.55,0.29,0.36,0.46,0.37,0.58,0.67,0.64,0.47,0.51,0.24,0.53,0.31,0.5,0.36,0.39,0.37,0.6,0.58,0.61,0.6,0.11,0.13,0.49,0.53,0.49,0.37,0.5,0.86,0.67,0.15,0.12,0.25,0.4,0.54,0.36,0.69,0.77,0.76,0.5,0.58,0.37,0.67,0.73,0.7,0.66,0.47,0.92,0.69,0.28,0.86,0.69,0.45,0.61,0.78,0.1,0.08,0.1,0.11,0.08,0.07,0.14,0.07,0.05,0.03,0.24,0.1,0.068,0.102,0,0
